rank,eligible,eligibility_reasons,distribution_ready,distribution_readiness_reasons,apn,site_apns,site_type,parcel_count,residential_zoning,SITUS_ADD,SITUS_CTY,FID,centroid_lon,centroid_lat,score,gross_acres,screenable_acres,excluded_acres,wetland_exclusion_acres,protected_exclusion_acres,farmland_exclusion_acres,city_exclusion_acres,improvement_value,improvement_value_per_acre,flat_fraction,open_fraction,contiguous_acres,mean_slope_deg,estimated_mw,reference_project_mw,reference_battery_mwh,reference_annual_mwh,reference_average_kw,static_pv_export_limit_mw,reference_export_gap_mw,interconnection_path,screened_project_mw,screened_annual_mwh,transmission_distance_m,transmission_Name,transmission_kV,transmission_Owner,transmission_Status,transmission_Type,highway_1_side,highway_1_distance_m,highway_1_viewshed_exposure,highway_1_visible_length_m,highway_1_nearest_visible_distance_m,pge_distance_m,pge_FeederId,pge_FeederName,pge_CSV_LineSection,pge_GenCapacity_kW,pge_GenericPVCapacity_kW,pge_voltage_kv,pge_phase_cnt,pge_ICA_Analysis_Date,pge_Feeder_Name,pge_Substation,pge_Nominal_Voltage,pge_ResCust,pge_ComCust,pge_IndCust,pge_AgrCust,pge_OthCust,pge_Existing_DG,pge_Queued_DG,pge_Total_DG,pge_profile_min_load_kw,pge_profile_peak_load_kw,pge_profile_min_midday_load_kw,fire_hazard,solar_kwh_m2_day,annual_mwh_per_mw,LCP_CODE,GEN_PLAN,BASEZONE,score_contiguous_land,score_flat_fraction,score_open_land_cover,score_undeveloped,score_industrial_reuse,score_distribution_proximity,score_residential_demand,score_evening_peak_demand,score_grid_hosting_capacity,score_solar_resource,score_transmission_proximity,score_low_highway_visibility
31.0,True,,False,insufficient_static_pv_ica,1322301500,1322301500,greenfield,1,False,17825 S HWY 1,MANCHESTER,39186,-123.68062873426601,38.99004524862135,0.6850016028488664,85.21878620646669,48.93476751895951,36.28401868750718,36.28401868750748,0.0,0.0,0.0,119268.0,1399.5505604954221,0.9272727272727272,0.9,30.02330384826059,5.56426038120548,5.458782517865561,1.0,4.0,1460.8278200000002,166.7611666666667,0.0,1.0,controlled_export_or_transmission_study,0.0,0.0,0.0,PG&E 60kV,60,PG&E,Operational,OH,east,5.172943001788236,0.010787594589034595,3200.0,96.8118914700863,0.0,042981101,ELK 1101,3543288,0.0,0.0,12,3.0,May 2026,ELK 1101,ELK,12,1317,177,25,16,17,1024,1163,2187,873.0,2366.0,873.0,Moderate,4.6538,1460.8278200000002,R,RL160,RL,1.0,0.9272727272727272,0.9,0.8600449439504578,0.0,1.0,0.4824175824175824,0.5171584699453552,0.0,0.9450683345856266,1.0,0.7303101352741351
32.0,True,,False,insufficient_static_pv_ica,1231800200,1231800200,greenfield,1,False,NONE, ,28916,-123.76334486575989,39.22190357439484,0.6833415045425251,34.42213820476807,30.14413224684261,4.278005957925458,4.2780059579249965,0.0,0.0,0.0,0.0,0.0,0.9782608695652174,0.9057971014492754,27.132170885094755,4.332332359948481,4.9331219791081375,1.0,4.0,1545.7377699999997,176.4540833333333,0.38,0.62,controlled_export_or_transmission_study,0.38,587.3803525999999,0.0,PG&E 60kV,60,PG&E,Operational,OH,east,277.093917126091,0.01440260227992622,1700.0,384.7860371456699,169.42302873574437,042981101,ELK 1101,4089499,280.0,380.0,12,3.0,Apr 2025,ELK 1101,ELK,12,1317,177,25,16,17,1024,1163,2187,873.0,2366.0,873.0,Moderate,4.9243,1545.7377699999997,R,RL160,RL,1.0,0.9782608695652174,0.9057971014492754,1.0,0.0,0.8441517274054883,0.4824175824175824,0.5171584699453552,0.19,1.0,1.0,0.6399349430018445
33.0,True,,False,insufficient_static_pv_ica,1300400300,1300400300,greenfield,1,False,35375 CLIFF RIDGE RD,ELK,34870,-123.70013470368868,39.11678962142468,0.6828338320557823,140.06199056228164,112.05707574620136,28.004914816080273,28.00491481607999,0.0,0.0,0.0,11546.0,82.43492723220878,0.5694444444444444,0.628968253968254,38.91909758107854,10.039741861705327,7.076199560196098,1.0,4.0,1545.7377699999997,176.4540833333333,0.0,1.0,controlled_export_or_distribution_upgrade,0.0,0.0,475.69123994146213,PG&E 60kV,60,PG&E,Operational,OH,east,685.6523886530722,0.0,0.0,,466.60561351327664,042981101,ELK 1101,3570913,0.0,0.0,12,3.0,May 2026,ELK 1101,ELK,12,1317,177,25,16,17,1024,1163,2187,873.0,2366.0,873.0,Moderate,4.9243,1545.7377699999997,R,RL160,RL,1.0,0.5694444444444444,0.628968253968254,0.9917565072767791,0.0,0.6271273722079257,0.4824175824175824,0.5171584699453552,0.0,1.0,0.6214553332130414,1.0
34.0,True,,False,insufficient_static_pv_ica,1233500305,1233500305,greenfield,1,False,NONE, ,28253,-123.75667882913133,39.21495891406903,0.6806623264227317,74.25589801079683,71.17090621916095,3.084991791635872,3.084991791634702,0.0,0.0,0.0,0.0,0.0,0.7774294670846394,0.5642633228840125,38.25191305111719,7.592416038641706,6.954893282021308,1.0,4.0,1545.7377699999997,176.4540833333333,0.38,0.62,controlled_export_or_transmission_study,0.38,587.3803525999999,0.0,PG&E 60kV,60,PG&E,Operational,OH,east,549.6732151531795,0.0,0.0,,943.8294335800938,042981101,ELK 1101,4089499,280.0,380.0,12,3.0,Apr 2025,ELK 1101,ELK,12,1317,177,25,16,17,1024,1163,2187,873.0,2366.0,873.0,Moderate,4.9243,1545.7377699999997,R,RL160,RL,1.0,0.7774294670846394,0.5642633228840125,1.0,0.0,0.38913481254886473,0.4824175824175824,0.5171584699453552,0.19,1.0,1.0,1.0
35.0,True,,False,insufficient_static_pv_ica,1322200700,1322200700,greenfield,1,False,NONE, ,38977,-123.68368891213714,39.003626922981894,0.6765777666679357,60.16388932502428,56.35330646758115,3.81058285744313,3.8105828574413483,0.0,0.0,0.0,0.0,0.0,0.8549019607843137,0.9019607843137255,44.03417897744886,4.658665596174926,8.006214359536157,1.0,4.0,1545.7377699999997,176.4540833333333,0.0,1.0,controlled_export_or_transmission_study,0.0,0.0,14.842132894402562,PG&E 60kV,60,PG&E,Operational,OH,east,180.4947877322175,0.016802932790735945,3600.0,613.8979763370658,0.0,042981101,ELK 1101,3745190,0.0,0.0,12,3.0,May 2026,ELK 1101,ELK,12,1317,177,25,16,17,1024,1163,2187,873.0,2366.0,873.0,Moderate,4.9243,1545.7377699999997,R,RL160,RL,1.0,0.8549019607843137,0.9019607843137255,1.0,0.0,1.0,0.4824175824175824,0.5171584699453552,0.0,1.0,0.9852674686497945,0.5799266802316014
36.0,True,,False,insufficient_static_pv_ica,0153303300,0153303300,greenfield,1,False,NONE, ,61450,-123.76994638431111,39.57304299912927,0.670745628764656,54.86769008138106,24.109551026892426,30.758139054488637,30.758139054491412,0.0,0.0,0.0,0.0,0.0,0.9903846153846154,0.8942307692307693,11.564531852663338,3.6624333636499378,2.102642155029698,1.0,4.0,1545.7377699999997,176.4540833333333,0.139,0.861,controlled_export_or_distribution_upgrade,0.139,214.85755002999997,15214.536683935134,PG&E 60kV,60,PG&E,Operational,OH,east,6.036080961409348,0.04263101445563411,1500.0,32.363697406176875,0.0,042761101,FORT BRAGG A 1101,4897557,92.0,139.0,12,3.0,May 2026,FORT BRAGG A 1101,FORT BRAGG A,12,2136,484,66,3,25,1684,2188,3872,1706.0,4575.0,1901.0,Moderate,4.9243,1545.7377699999997,R,RL160,RL,0.5782265926331669,0.9903846153846154,0.8942307692307693,1.0,0.0,1.0,0.7824175824175824,1.0,0.0695,1.0,2.468372352984813e-07,0.0
37.0,True,,False,insufficient_static_pv_ica,1231402400,1231402400,greenfield,1,True,3500 N HWY 1,ALBION,29625,-123.77314267233122,39.224279382114375,0.6635374204318573,63.93800427561756,38.786446967110116,25.151557308507442,25.15155697491515,0.0019650102286506163,0.0,0.0,0.0,0.0,0.6627906976744186,0.9069767441860465,22.46187917536533,8.733813361054306,4.083978031884605,1.0,4.0,1545.7377699999997,176.4540833333333,0.38,0.62,controlled_export_or_distribution_upgrade,0.38,587.3803525999999,488.98491469124383,PG&E 60kV,60,PG&E,Operational,OH,crosses,0.0,0.014814873436352904,1800.0,120.07635477099262,149.6650653428606,042981101,ELK 1101,4089499,280.0,380.0,12,3.0,Apr 2025,ELK 1101,ELK,12,1317,177,25,16,17,1024,1163,2187,873.0,2366.0,873.0,Moderate,4.9243,1545.7377699999997,R,RMR40,RMR,1.0,0.6627906976744186,0.9069767441860465,1.0,0.0,0.8609963056390667,0.4824175824175824,0.5171584699453552,0.19,1.0,0.6132485779682934,0.6296281640911774
38.0,True,,False,insufficient_static_pv_ica,1322300800,1322300800,greenfield,1,False,18001 S HWY 1,MANCHESTER,35616,-123.67545445059105,38.991665463008566,0.6624388389849101,31.759237679647235,27.094146746064347,4.6650909335828885,4.665090933582701,0.0,0.0,0.0,65383.0,2058.708104379357,0.7398373983739838,0.8211382113821138,15.790033875751865,10.776408111472463,2.8709152501367026,1.0,4.0,1460.8278200000002,166.7611666666667,0.0,1.0,controlled_export_or_transmission_study,0.0,0.0,0.0,PG&E 60kV,60,PG&E,Operational,OH,east,678.3721238257709,0.004582558900241305,1700.0,863.6541035702069,84.09683113558464,042981101,ELK 1101,5130486,0.0,0.0,12,3.0,May 2026,ELK 1101,ELK,12,1317,177,25,16,17,1024,1163,2187,873.0,2366.0,873.0,Moderate,4.6538,1460.8278200000002, ,RL160,RL,0.7895016937875933,0.7398373983739838,0.8211382113821138,0.7941291895620644,0.0,0.9193422308327831,0.4824175824175824,0.5171584699453552,0.0,0.9450683345856266,1.0,0.8854360274939674
39.0,True,,False,insufficient_static_pv_ica,0153701300,0153701300,greenfield,1,False,32600 N HWY 1,WESTPORT,13097,-123.77907581959784,39.589118949961744,0.6591820022031146,21.879658614853852,14.786406439918956,7.0932521749348965,7.093252174934424,0.0,0.0,0.0,42520.0,1943.3575609417258,0.9545454545454546,0.9545454545454546,13.566085442547378,4.965595440570806,2.4665609895540688,1.0,4.0,1545.7377699999997,176.4540833333333,0.136,0.864,controlled_export_or_distribution_upgrade,0.136,210.22033671999998,17120.20207631339,PG&E 60kV,60,PG&E,Operational,OH,crosses,0.0,0.06854725338192708,2000.0,39.49359815983549,26.925501140392843,042761101,FORT BRAGG A 1101,3454472,92.0,136.0,12,3.0,May 2026,FORT BRAGG A 1101,FORT BRAGG A,12,2136,484,66,3,25,1684,2188,3872,1706.0,4575.0,1901.0,High,4.9243,1545.7377699999997,R,AG60,AG,0.6783042721273689,0.9545454545454546,0.9545454545454546,0.8056642439058275,0.0,0.9734337585279996,0.7824175824175824,1.0,0.068,1.0,3.6710534616185077e-08,0.0
40.0,True,,True,,1272900100,1272900100,greenfield,1,False,7351 S HWY 1,ELK,35526,-123.70951945513231,39.11883383817152,0.6588744216428957,88.79733479657905,74.10092216289624,14.696412633682812,14.696412633682115,0.0,0.0,0.0,18092.0,203.74485384551204,0.5987841945288754,0.513677811550152,16.45721840571321,10.56632206304286,2.9922215283114926,1.0,4.0,1545.7377699999997,176.4540833333333,1.18,0.0,static_distribution,0.873,1349.4290732099998,0.0,PG&E 60kV,60,PG&E,Operational,OH,east,10.079902558422008,7.955332379905467e-05,300.0,3380.382768519445,921.2281927847852,042981101,ELK 1101,4435593,820.0,1180.0,12,3.0,Apr 2025,ELK 1101,ELK,12,1317,177,25,16,17,1024,1163,2187,873.0,2366.0,873.0,Moderate,4.9243,1545.7377699999997,R,RL160,RL,0.8228609202856605,0.5987841945288754,0.513677811550152,0.9796255146154488,0.0,0.3980298833251595,0.4824175824175824,0.5171584699453552,0.59,1.0,1.0,0.9980111669050237
41.0,True,,False,insufficient_static_pv_ica,1330102900,1330102900,greenfield,1,False,KINNEY RD,MANCHESTER,34397,-123.69984633787179,38.977278592081895,0.6581520183285843,153.80369842645229,133.04528789956112,20.75841052689117,20.665198204432333,0.0,1.3752724621324,0.0,0.0,0.0,1.0,0.945273631840796,126.76506069265582,1.057196917798158,23.04819285321015,1.0,4.0,1460.8278200000002,166.7611666666667,0.0,1.0,controlled_export_or_distribution_upgrade,0.0,0.0,1293.820351969946,PG&E 60kV,60,PG&E,Operational,OH,west,731.4531589762746,0.021076094401671488,3200.0,928.4025112799027,0.0,042981101,ELK 1101,5098644,0.0,0.0,12,3.0,May 2026,ELK 1101,ELK,12,1317,177,25,16,17,1024,1163,2187,873.0,2366.0,873.0,Moderate,4.6538,1460.8278200000002, ,AG 60,AG,1.0,1.0,0.945273631840796,1.0,0.0,1.0,0.4824175824175824,0.5171584699453552,0.0,0.9450683345856266,0.27422115805645264,0.47309763995821286
